0	all my sons have grown up with computer games but im not interested i see them as a male thing	place ##holder	a	b	DET DET NOUN AUX VERB ADP ADP NOUN NOUN CCONJ PROPN PART ADJ PRON VERB PRON SCONJ DET ADJ NOUN	predet poss nsubj aux ROOT prt prep compound pobj cc nsubj neg ROOT nsubj ROOT dobj prep det amod pobj
153	you have a good taste in music for a girl yeah cause only guys have good taste	place ##holder	a	b	PRON AUX DET ADJ NOUN ADP NOUN ADP DET NOUN INTJ NOUN ADJ NOUN AUX ADJ NOUN	nsubj ROOT det amod dobj prep pobj prep det pobj ROOT ROOT amod nsubj ccomp amod dobj
155	i don ##t trust no women and personally i don ##t think they even trust themselves i love ya ##ll tho	place ##holder	a	b	PRON VERB VERB NOUN DET NOUN CCONJ ADV PRON VERB VERB VERB PRON ADV VERB PRON PRON VERB NOUN NOUN PROPN	nsubj ROOT ROOT dobj det dobj cc advmod compound nsubj nsubj ROOT nsubj advmod ccomp dobj nsubj ccomp amod amod dobj
156	its just not ok for a guy to like revenge its just not	place ##holder	a	b	DET ADV PART ADJ ADP DET NOUN PART INTJ VERB DET ADV PART	poss advmod neg ROOT prep det pobj aux intj advcl poss advmod neg
157	were not just the dumb blonde ##s with the pretty faces your ##e certainly not the second part anyway mk ##r	place ##holder	a	b	AUX PART ADV DET ADJ NOUN NOUN ADP DET ADJ NOUN NOUN NOUN ADV PART DET ADJ NOUN INTJ NOUN NOUN	ROOT neg advmod det amod attr attr prep det amod pobj acl acl advmod punct det amod npadvmod prep dep dep
159	just saw a woman bus driver women are inferior right ik ##now ##im ##right	place ##holder	a	b	ADV VERB DET NOUN NOUN NOUN NOUN AUX ADJ ADJ NOUN NOUN NOUN NOUN	advmod ROOT det compound compound compound nsubj ccomp acomp advmod advmod advmod advmod advmod
161	also when that lady forgot her name but she was a b tc ##h was fighting sin ##bad she was like a man beating me we r natural ##y superior women	place ##holder	a	b	ADV ADV DET NOUN VERB DET NOUN CCONJ PRON AUX DET NOUN NOUN NOUN AUX VERB NOUN NOUN PRON AUX SCONJ DET NOUN VERB PRON PRON DET ADJ ADJ ADJ NOUN	ROOT advmod det nsubj intj poss dobj cc nsubj ROOT det compound attr attr aux ROOT dobj dobj nsubj ROOT prep det pobj acl dobj nsubj nsubj advcl advcl amod ROOT
163	lo ##l is a feminist a f ##wd do ##ah rt i don ##t too pre ##e female hurricane dem 2 emotional ya man	place ##holder	a	b	PROPN PROPN AUX DET NOUN DET NOUN NOUN NOUN NOUN PROPN PRON VERB VERB ADV NOUN NOUN ADJ NOUN PROPN NUM ADJ PRON NOUN	nsubj nsubj ROOT det attr det compound compound attr attr ROOT nsubj ROOT ROOT advmod dobj dobj amod compound dobj nummod amod compound dobj
165	unless it s my birthday that s not happening i m not letting a girl pay for me it kills my ego	place ##holder	a	b	SCONJ PRON VERB DET NOUN DET VERB PART VERB PRON PROPN PART VERB DET NOUN NOUN ADP PRON PRON VERB DET NOUN	mark nsubj ROOT poss attr nsubj aux neg ccomp nsubj aux neg ccomp det nsubj ccomp prep pobj nsubj ROOT poss dobj
166	there ##s something about a girl driving that scares me or maybe its because she would rather	place ##holder	a	b	VERB VERB PRON ADP DET NOUN VERB DET VERB PRON CCONJ ADV DET SCONJ PRON VERB ADV	ROOT ROOT dobj prep det compound pobj nsubj relcl dobj cc advmod conj mark nsubj advcl advmod
173	i am going to create a restaurant called sam ##mic ##h world and im only going to hire women ada ##y ##with ##out ##wo ##men has made me see the light	place ##holder	a	b	PRON AUX VERB PART VERB DET NOUN VERB PROPN PROPN PROPN PROPN CCONJ PROPN ADV VERB PART VERB NOUN NOUN NOUN NOUN NOUN NOUN NOUN AUX VERB PRON VERB DET NOUN	nsubj aux ROOT aux xcomp det dobj acl compound compound compound oprd cc nsubj advmod conj aux xcomp compound dobj dobj dobj dobj dobj dobj aux conj nsubj ccomp det dobj
174	kat your ##e fk ##n ass mk ##r	place ##holder	a	b	PROPN PROPN PROPN PROPN PROPN PROPN NOUN NOUN	compound compound compound compound compound compound ROOT ROOT
175	men lack such self awareness women are so complicated not ##se ##xi ##st	place ##holder	a	b	NOUN VERB ADJ NOUN NOUN NOUN AUX ADV ADJ NOUN NOUN NOUN NOUN	nsubj ROOT amod compound compound nsubj ccomp advmod amod attr attr attr attr
176	men are more emotionally suited for politics than are women	place ##holder	a	b	NOUN AUX ADV ADV VERB ADP NOUN SCONJ AUX NOUN	nsubjpass auxpass advmod advmod ROOT prep pobj mark advcl nsubj
178	i don ##t know if i can watch a full length women ##s hockey game also the players having faces that i wanna do doesn ##t help	place ##holder	a	b	PRON VERB VERB VERB SCONJ PRON VERB VERB DET ADJ NOUN VERB VERB PROPN NOUN ADV DET NOUN VERB NOUN SCONJ PRON PROPN AUX PROPN PROPN NOUN	nsubj nsubj nsubj ROOT mark nsubj aux ccomp det amod dobj compound compound compound dobj advmod det dobj acl dobj mark nsubj nsubj relcl amod amod dobj
179	if a woman is married and chooses not to have sex with her husband she shouldn ##t be mad if he cheat ##s im ##ju ##ssa ##yin	place ##holder	a	b	SCONJ DET NOUN AUX VERB CCONJ VERB PART PART AUX NOUN ADP DET NOUN PRON NOUN NOUN AUX ADJ SCONJ PRON VERB VERB NOUN NOUN NOUN NOUN	mark det nsubj ROOT acomp cc conj neg aux xcomp dobj prep poss pobj nsubj nsubj nsubj ROOT acomp mark nsubj advcl advcl dobj dobj dobj dobj
180	lo ##l how cute gods sexuality is sh ##rod ##inger ##s cat rt i think god is male	place ##holder	a	b	VERB VERB ADV ADJ NOUN NOUN AUX NOUN NOUN NOUN NOUN PROPN PROPN PRON VERB PROPN AUX ADJ	ROOT ROOT advmod acomp compound nsubj ccomp nsubj nsubj nsubj nsubj ccomp ROOT nsubj ROOT nsubj ccomp acomp
181	im not sex ##ist but i hate hearing the female football sports caste ##rs id ##k why	place ##holder	a	b	PROPN PART ADJ ADJ CCONJ PRON VERB VERB DET ADJ NOUN NOUN NOUN NOUN PROPN PROPN ADV	nsubj neg ROOT ROOT cc nsubj ROOT xcomp det amod compound compound compound compound dobj dobj ROOT
182	abc ##de ##f ##g means a boy can do everything for a girl	place ##holder	a	b	PROPN PROPN PROPN PROPN VERB DET NOUN VERB AUX PRON ADP DET NOUN	nsubj nsubj nsubj nsubj ROOT det nsubj aux ccomp dobj prep det pobj
186	woman suck at driving period	place ##holder	a	b	NOUN VERB ADP VERB NOUN	nsubj ROOT prep compound pobj
187	men unless they are chefs should not be allowed to buy produce love ##you ##bu ##t ##don ##t ##bu ##ys ##um ##mers ##qa ##shin ##nov ##em ##ber	place ##holder	a	b	NOUN SCONJ PRON AUX NOUN VERB PART AUX VERB PART VERB NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN	nsubjpass mark nsubj advcl attr aux neg auxpass ROOT aux xcomp compound dobj dobj dobj dobj dobj dobj dobj dobj dobj dobj dobj dobj dobj dobj dobj
188	rt can ##t believe they are releasing a female thor comic book series im not sex ##ist but i really don ##t think it would work	place ##holder	a	b	PROPN PROPN PROPN VERB PRON AUX VERB DET ADJ NOUN PROPN PROPN PROPN PROPN PART ADJ ADJ CCONJ PRON ADV NOUN NOUN VERB PRON VERB VERB	compound nsubj nsubj ROOT nsubj aux ccomp det amod nmod amod compound dobj npadvmod neg conj conj cc nsubj advmod nsubj nsubj ROOT nsubj aux ccomp
189	i hate this no ##man ##card rt my teammates boyfriend wants to take her last name her last name feminism	place ##holder	a	b	PRON VERB DET NOUN NOUN NOUN PROPN DET NOUN NOUN VERB PART VERB PRON ADJ NOUN DET ADJ NOUN NOUN	nsubj ROOT det dobj dobj dobj ROOT poss nsubj appos ROOT aux xcomp poss amod dobj poss amod compound ROOT
191	i do not like women sports analysts journalists or commentators instant channel change exception is	place ##holder	a	b	PRON AUX PART VERB NOUN NOUN NOUN NOUN CCONJ NOUN ADJ NOUN NOUN NOUN AUX	nsubj aux neg ROOT compound compound compound dobj cc conj amod compound compound nsubj ROOT
192	abc ##de ##f ##g means a boy can do everything for a girl	place ##holder	a	b	PROPN PROPN PROPN PROPN VERB DET NOUN VERB AUX PRON ADP DET NOUN	nsubj nsubj nsubj nsubj ROOT det nsubj aux ccomp dobj prep det pobj
193	iv just seen some blond girl driving a nissan skyline rs that ##s just wrong	place ##holder	a	b	PROPN ADV VERB DET ADJ NOUN VERB DET PROPN NOUN PROPN NOUN NOUN ADV ADV	nsubj advmod ROOT det amod nsubj ccomp det compound compound dobj ccomp ccomp advmod advmod
194	dad ##s should not be dance dad ##s go coach baseball	place ##holder	a	b	NOUN NOUN VERB PART AUX NOUN NOUN NOUN VERB NOUN NOUN	nsubj nsubj aux neg ROOT compound attr attr conj compound dobj
197	women are stupid fuck em then leave em if you want to be intelligent hang out with men sorry ##not ##sor ##ry not ##se ##xi ##st so ##tr ##ue	place ##holder	a	b	NOUN AUX ADJ PROPN PRON ADV VERB PRON SCONJ PRON VERB PART AUX ADJ VERB ADP ADP NOUN VERB VERB VERB VERB NOUN NOUN NOUN NOUN NOUN NOUN NOUN	nsubj ROOT amod compound attr advmod conj dobj mark nsubj advcl aux xcomp amod attr prt prep pobj ROOT ROOT ROOT ROOT compound compound compound compound dobj dobj dobj
198	men shu ##ld ##nt ha ##v the ##r nipples pierced	place ##holder	a	b	NOUN PROPN PROPN PROPN PROPN PROPN PROPN PROPN NOUN VERB	compound ROOT ROOT ROOT compound compound prep prep pobj ROOT
199	i agree every high school boy ought to have relations with a hot mom but i don ##t condo ##ne opposite	place ##holder	a	b	PRON VERB DET ADJ NOUN NOUN VERB PART AUX NOUN ADP DET ADJ NOUN CCONJ PRON VERB VERB PROPN PROPN ADV	nsubj ROOT det amod compound nsubj ccomp aux xcomp dobj prep det amod pobj cc nsubj ROOT ROOT dobj dobj advmod
200	im not sex ##ist but a female can ##t do what a ni ##gga do in the end ya ##ll gonna look like a ho ##e and a dude gonna look like a play ##a	place ##holder	a	b	PROPN PART ADJ ADJ CCONJ DET ADJ NOUN NOUN AUX PRON DET NOUN NOUN AUX ADP DET NOUN PROPN PROPN PROPN VERB SCONJ DET NOUN NOUN CCONJ DET NOUN NOUN VERB SCONJ DET NOUN NOUN	nsubj neg ROOT ROOT cc det amod nsubj nsubj conj dobj det nsubj nsubj ccomp prep det pobj compound compound nsubj ROOT prep det pobj pobj cc det compound conj conj prep det pobj pobj
202	hey kat g ##lo ##at is not a pretty colour to wear love makes you look bitch ##y oh that ##s your normal face my mistake mk ##r	place ##holder	a	b	INTJ PROPN PROPN PROPN PROPN AUX PART DET ADJ NOUN PART VERB NOUN VERB PRON VERB ADJ ADJ INTJ NOUN NOUN DET ADJ NOUN DET NOUN NOUN NOUN	intj compound nsubj nsubj nsubj ROOT neg det advmod attr aux relcl dobj ROOT nsubj ccomp acomp acomp intj ROOT ROOT poss amod dobj poss compound ROOT ROOT
203	rt im not sex ##ist id just prefer it if she was making me a sam ##mic ##h instead of reading twitter	place ##holder	a	b	PROPN PROPN PART PROPN PROPN PROPN ADV VERB PRON SCONJ PRON AUX VERB PRON DET NOUN NOUN NOUN ADV ADP VERB NOUN	compound nsubj neg amod amod nsubj advmod ROOT dobj mark nsubj aux advcl nsubj det ccomp ccomp ccomp advmod cc pcomp advmod
205	what rt i really don ##t appreciate the fact that women are loading coaster buses now	place ##holder	a	b	PRON PROPN PRON ADV VERB VERB VERB DET NOUN SCONJ NOUN AUX VERB NOUN NOUN ADV	ROOT intj nsubj advmod ROOT ROOT ROOT det dobj mark nsubj aux acl compound dobj advmod
209	i would rather have men announce men ##s sports and women announce women ##s sports lesbian ##s sex ##ist ##ik ##now	place ##holder	a	b	PRON VERB ADV AUX NOUN VERB NOUN NOUN NOUN CCONJ NOUN VERB PROPN PROPN NOUN PROPN PROPN PROPN PROPN PROPN PROPN	nsubj aux advmod ROOT nsubj ccomp dobj dobj intj cc conj ccomp compound compound compound compound compound ccomp ccomp ccomp ccomp
211	i think its weird when guys take too many pictures of themselves i think its a girl thing	place ##holder	a	b	PRON VERB DET ADJ ADV NOUN VERB ADV ADJ NOUN ADP PRON PRON VERB DET DET NOUN NOUN	nsubj ROOT poss dobj advmod nsubj advcl advmod amod dobj prep pobj nsubj ROOT poss det compound ccomp
214	emi ##nem was so abused beaten up in school female rappers less likely to have that much bad shit	place ##holder	a	b	PROPN PROPN AUX ADV VERB VERB ADP ADP NOUN ADJ NOUN ADV ADJ PART AUX DET ADJ ADJ NOUN	nsubjpass nsubjpass auxpass advmod ROOT xcomp prt prep compound amod pobj advmod advmod aux xcomp det advmod amod dobj
216	i can ##t deal w peter p being a girl	place ##holder	a	b	PRON PROPN PROPN PROPN PROPN PROPN PROPN AUX DET NOUN	nsubj ROOT ROOT compound compound compound nsubj ccomp det attr
217	seeing as you two think this is a modelling competition and not a cooking competition i give you two a score of 10 for your looks mk ##r	place ##holder	a	b	VERB SCONJ PRON NUM VERB DET AUX DET ADJ NOUN CCONJ PART DET NOUN NOUN PRON VERB PRON NUM DET NOUN ADP NUM ADP DET NOUN NOUN NOUN	ROOT mark nsubj appos advcl nsubj ccomp det compound attr cc neg det compound conj nsubj ROOT dative dobj det dobj prep pobj dative poss pobj dobj dobj
218	and don ##t you dare call me sex ##ist for general ##izing women if i had a dollar for every time i heard a woman say men are all the same	place ##holder	a	b	CCONJ VERB VERB PRON VERB VERB PRON NOUN NOUN ADP VERB VERB NOUN SCONJ PRON AUX DET NOUN ADP DET NOUN PRON VERB DET NOUN VERB NOUN AUX DET DET ADJ	cc ROOT ROOT nsubj aux ccomp dobj oprd oprd prep pcomp pcomp dobj mark nsubj advcl det dobj prep det pobj nsubj relcl det nsubj ccomp nsubj ccomp advmod det attr
219	the hunger games would be so much better if kat ##nis ##s was a boy he wouldn ##t cry all the time and actually get shit done	place ##holder	a	b	DET NOUN NOUN VERB AUX ADV ADV ADJ SCONJ PROPN PROPN PROPN AUX DET NOUN PRON PROPN PROPN VERB DET DET NOUN CCONJ ADV VERB NOUN VERB	det compound nsubj aux ROOT advmod advmod acomp mark nsubj nsubj nsubj advcl det attr compound nsubj nsubj ROOT predet det dobj cc advmod conj nsubj ccomp
222	i firmly believe women are worse drivers than men minus the fact they get into less accidents	place ##holder	a	b	PRON ADV VERB NOUN AUX ADJ NOUN SCONJ NOUN CCONJ DET NOUN PRON VERB ADP ADJ NOUN	nsubj advmod ROOT nsubj ccomp amod attr prep pobj prep det pobj nsubj relcl prep amod pobj
223	a girl playing bf ##4 lo ##l no	place ##holder	a	b	DET NOUN VERB PROPN PROPN NOUN NOUN INTJ	det nsubj acl dobj dobj ROOT ROOT intj
224	i will never let a woman take care of me i will always work	place ##holder	a	b	PRON VERB ADV VERB DET NOUN VERB NOUN ADP PRON PRON VERB ADV VERB	nsubj aux neg ROOT det nsubj ccomp dobj prep pobj nsubj aux advmod ROOT
225	so fucking true i can ##t deal with women sports ##caster ##s	place ##holder	a	b	CCONJ INTJ ADJ ADP NOUN NOUN NOUN ADP NOUN NOUN NOUN NOUN	advmod ROOT advmod nsubj amod amod dobj prep compound pobj pobj pobj
226	sorry i thought this was a woman i have never heard a man speak this way	place ##holder	a	b	INTJ PRON VERB DET AUX DET NOUN PRON AUX ADV VERB DET NOUN VERB DET NOUN	intj nsubj ROOT nsubj ccomp det attr nsubj aux neg relcl det nsubj ccomp det npadvmod
228	rt im not sex ##ist but having thor be a woman in the new comics is an idea im not so with	place ##holder	a	b	PROPN PROPN PART ADJ ADJ CCONJ VERB NOUN AUX DET NOUN ADP DET ADJ NOUN AUX DET NOUN X PART ADV ADP	compound nsubj neg nsubj nsubj cc conj dobj ccomp det attr prep det amod pobj ROOT det attr npadvmod neg cc prep
229	ps please don ##t i totally don ##t care about your lady opinion signed not a sex ##ist	place ##holder	a	b	PROPN INTJ VERB VERB PRON ADV VERB VERB NOUN ADP DET NOUN NOUN VERB PART DET NOUN NOUN	intj intj ROOT ROOT nsubj advmod ccomp ccomp dobj prep poss compound pobj ROOT neg det dobj dobj
230	the women on espn are annoying as fuck you don ##t know what your ##e talking about shut the fuck up but ##real ##ly	place ##holder	a	b	DET NOUN ADP NOUN AUX ADJ SCONJ NOUN PRON VERB VERB VERB PRON NOUN NOUN VERB ADP PROPN DET NOUN ADP ADV ADV ADV	det nsubj prep pobj aux ROOT prep amod compound nsubj nsubj ROOT det nsubj nsubj csubj prep ccomp det dobj prt advmod advmod advmod
231	honestly mass majority of woman can ##t cut it in combat arms its a liability	place ##holder	a	b	ADV ADJ NOUN ADP NOUN NOUN NOUN VERB PRON ADP NOUN NOUN DET DET NOUN	advmod amod nsubj prep compound pobj pobj ROOT dobj prep compound pobj poss det dobj
232	all of ka ##vana ##ugh ##s law clerks are hotter than there is nothing sex ##ier than a fe ##m	place ##holder	a	b	DET ADP NOUN NOUN NOUN NOUN NOUN NOUN AUX ADJ SCONJ PRON AUX PRON ADJ ADJ SCONJ DET PROPN PROPN	nsubj prep compound compound compound compound compound pobj ROOT acomp mark expl advcl attr amod amod prep det pobj pobj
234	i just think girls that die for football are begs its cool to like it but don ##t go on like a b ##lok ##e	place ##holder	a	b	PRON ADV VERB NOUN DET VERB ADP NOUN AUX VERB DET ADJ PART VERB PRON CCONJ NOUN NOUN VERB ADP SCONJ DET NOUN NOUN NOUN	nsubj advmod ROOT nsubj nsubj relcl prep pobj ccomp attr poss appos aux advcl dobj cc nsubj nsubj ROOT prt prep det pobj pobj pobj
237	lads should never have long fingernails that shit should never happen	place ##holder	a	b	NOUN VERB ADV AUX ADJ NOUN DET NOUN VERB ADV VERB	nsubj aux neg ROOT amod dobj mark nsubj aux neg acl
239	being a woman is terribly difficult task since it consists principally in dealing with men suspend ##ja ##ved ##lat ##if rip ##bi ##g women ##sd ##ay en ##em	place ##holder	a	b	AUX DET NOUN AUX ADV ADJ NOUN SCONJ PRON VERB ADV ADP VERB ADP NOUN VERB VERB VERB VERB VERB PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN	csubj det attr ROOT advmod amod attr mark nsubj advcl advmod prep pcomp prep pobj compound compound compound compound compound compound compound compound compound compound compound dobj dobj
241	male cow ##or ##ker during brains ##torm id rather hear a male dr talk about sports injuries you ##se ##xi ##st	place ##holder	a	b	ADJ NOUN NOUN NOUN ADP NOUN NOUN PROPN ADV VERB DET ADJ PROPN NOUN ADP NOUN NOUN ADV ADV ADV ADV	amod nsubj nsubj nsubj prep compound compound pobj advmod ROOT det intj compound dobj prep compound compound pobj pobj pobj pobj
246	children do lack depth of analysis i don ##t want to listen to a girl announcer when im watching the iowa game sorry not ##se ##xi ##st	place ##holder	a	b	NOUN AUX NOUN NOUN ADP NOUN PRON VERB VERB VERB PART VERB ADP DET NOUN NOUN ADV PROPN VERB DET PROPN PROPN PROPN PROPN PROPN PROPN PROPN	nsubj aux ROOT dobj prep pobj compound nsubj nsubj conj aux xcomp prep det compound pobj advmod nsubj advcl det compound nsubj ccomp dobj dobj dobj dobj
247	i prefer male voices needs to be offset with a female though seems to work in afternoons	place ##holder	a	b	PRON VERB ADJ NOUN VERB PART AUX VERB ADP DET NOUN SCONJ VERB PART VERB ADP NOUN	nsubj ROOT amod nsubj ccomp aux auxpass xcomp prep det pobj mark advcl aux xcomp prep pobj
249	if a guy pays for a girls meal he was taught right but if a girl expects him to pay for her meal she was taught wrong	place ##holder	a	b	SCONJ DET NOUN VERB ADP DET NOUN NOUN PRON AUX VERB ADV CCONJ SCONJ DET NOUN VERB PRON PART VERB ADP DET NOUN PRON AUX VERB ADV	mark det nsubj ROOT prep det compound pobj nsubjpass auxpass relcl oprd cc mark det nsubj advcl nsubj aux ccomp prep poss pobj nsubjpass auxpass ROOT acomp
251	hillary is still a woman she is wired to nur ##ture wired to resolve conflict instead of promoting conflict	place ##holder	a	b	PROPN AUX ADV DET NOUN PRON AUX VERB PART VERB VERB NOUN PART VERB NOUN ADV ADP VERB NOUN	nsubj ROOT advmod det attr nsubjpass auxpass relcl prep pobj pobj acl aux xcomp dobj advmod cc conj dobj
253	women at augusta is stupid that is a tradition are either women competitive golfer ##s no ju ##s felt disc ##rim ##inated	place ##holder	a	b	NOUN ADP PROPN AUX ADJ DET AUX DET NOUN AUX CCONJ NOUN ADJ NOUN NOUN DET NOUN NOUN VERB VERB VERB VERB	nsubj prep pobj ROOT acomp nsubj ccomp det attr conj advmod nmod amod attr attr det nsubj nsubj ROOT acomp acomp acomp
